Cust_name,Product_ID,condition,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Status,Orders,Amount,unnamed1,,User_ID
Denise,P00101942,,F,18-25,22,0,Maharashtra,Western,Banking,Household items,,4,3040,,,1003506
Aparajita,P00181542,,F,26-35,27,0,Delhi,Central,Retail,Beauty,,2,3039,,,1004901
Sukrith,P00119042,,M,26-35,30,0,Delhi,Central,Aviation,Household items,,2,3039,,,1000408
Parin,P00065442,,F,55+,77,0,Delhi,Central,Banking,Beauty,,1,3039,,,1005085
Shifley,P00237542,,F,36-45,42,1,Madhya Pradesh,Central,Lawyer,Beauty,,3,3038,,,1004007
Ashmeet,P00304142,,M,26-35,29,0,Delhi,Central,Lawyer,Household items,,1,3037,,,1005512
Ashmeet,P00304142,,M,26-35,29,0,Himachal Pradesh,Northern,Lawyer,Household items,,3,3037,,,1005512
Aaron,P00184942,,M,36-45,38,0,Karnataka,Southern,Govt,Household items,,1,3037,,,1001407
Nockton,P00035842,,M,26-35,28,0,Karnataka,Southern,Aviation,Household items,,3,3036,,,1002453
Byrd,P00034642,,M,46-50,49,0,Karnataka,Southern,Govt,Household items,,4,3035,,,1000045
Garverick,P00211142,,F,18-25,25,0,Maharashtra,Western,Lawyer,Household items,,4,3035,,,1003509
Chikku,P00179542,,F,18-25,24,0,Delhi,Central,Govt,Household items,,3,3034,,,1003378
Fritzler,P00138542,,F,18-25,25,0,Karnataka,Southern,Hospitality,Household items,,2,3034,,,1004041
Mills,P00313442,,M,26-35,31,0,Karnataka,Southern,Chemical,Household items,,1,3033,,,1001632
Beeghly,P00192642,,F,18-25,23,0,Maharashtra,Western,Textile,Household items,,4,3033,,,1000881
Chandni,P00100842,,M,26-35,26,0,Uttar Pradesh,Central,Construction,Household items,,4,3033,,,1005070
Dipali,P00086242,,M,51-55,52,0,Uttar Pradesh,Central,Aviation,Household items,,1,3033,,,1003292
Sanskriti,P00303242,,F,26-35,31,1,Delhi,Central,IT Sector,Household items,,4,3032,,,1003859
Tran,P00232342,,F,26-35,29,1,Karnataka,Southern,IT Sector,Household items,,3,3031,,,1005636
Zypern,P00006842,,M,0-17,16,0,Bihar,Eastern,Lawyer,Household items,,4,3030,,,1001182
Dorothy,P00059642,,F,26-35,34,1,Maharashtra,Western,Aviation,Household items,,3,3030,,,1005232
Epp,P00285642,,F,36-45,42,1,Maharashtra,Western,Construction,Household items,,4,3030,,,1001974
Phalguni,P00260042,,F,18-25,19,1,Uttar Pradesh,Central,Media,Household items,,3,3029,,,1001278
Shui,P00044442,,M,26-35,35,1,Uttar Pradesh,Central,Aviation,Beauty,,2,3029,,,1004952
Shubham,P00304642,,F,18-25,22,1,Delhi,Central,IT Sector,Household items,,1,3028,,,1003512
Akancha,P00148042,,F,18-25,23,1,Delhi,Central,IT Sector,Household items,,4,3025,,,1005638
Meghana,P00158342,,F,18-25,22,0,Maharashtra,Western,Banking,Household items,,2,3025,,,1001211
Anna,P00066542,,F,18-25,25,1,Delhi,Central,Govt,Beauty,,2,3023,,,1000785
Avila,P00249542,,F,36-45,44,0,Uttar Pradesh,Central,Govt,Beauty,,2,3023,,,1002122
Janet,P00216742,,M,55+,88,1,Uttar Pradesh,Central,IT Sector,Household items,,2,3023,,,1005004
Vasudev,P00179942,,M,26-35,26,1,Karnataka,Southern,IT Sector,Household items,,2,3022,,,1001680
Boyes,P00084942,,M,26-35,28,1,Maharashtra,Western,IT Sector,Household items,,1,3022,,,1004831
Elliston,P00295242,,F,26-35,29,0,Maharashtra,Western,Aviation,Household items,,1,3022,,,1000375
Bowman,P00310042,,F,18-25,18,1,Maharashtra,Western,Food Processing,Household items,,3,3021,,,1002081
Sahil,P00170942,,M,26-35,28,0,Delhi,Central,Banking,Household items,,2,3020,,,1006025
Nicole,P00321342,,F,18-25,23,0,Karnataka,Southern,Automobile,Household items,,1,3019,,,1000260
Girase,P00338542,,F,18-25,20,0,Kerala,Southern,Lawyer,Household items,,3,3019,,,1004531
Bradley,P00283942,,F,18-25,19,0,Madhya Pradesh,Central,Hospitality,Beauty,,1,3019,,,1002900
Uudhav,P00184642,,M,18-25,24,1,Maharashtra,Western,IT Sector,Household items,,4,3019,,,1000746
Catini,P00352942,,F,26-35,31,1,Karnataka,Southern,Hospitality,Household items,,3,3018,,,1003173
Gunjan,P00016542,,M,26-35,34,0,Gujarat,Western,Lawyer,Household items,,2,3017,,,1003067
Crier,P00101542,,F,51-55,54,0,Karnataka,Southern,Healthcare,Household items,,3,3017,,,1003924
Tim,P00154042,,F,18-25,19,1,Maharashtra,Western,Aviation,Household items,,4,3017,,,1000321
Workman,P00145442,,M,36-45,39,0,Delhi,Central,Chemical,Household items,,4,3016,,,1004213
Dunbar,P00018242,,F,26-35,26,0,Maharashtra,Western,IT Sector,Household items,,1,3016,,,1004589
Manjiri,P00230442,,M,51-55,55,0,Rajasthan,Northern,Construction,Household items,,2,3016,,,1000689
Aimee,P00274042,,M,26-35,26,0,Uttar Pradesh,Central,Banking,Household items,,4,3014,,,1005071
McCrossin,P00229342,,F,36-45,37,1,Uttar Pradesh,Central,Food Processing,Sports Products,,3,3013,,,1000102
Derr,P00346942,,F,26-35,35,1,Maharashtra,Western,Aviation,Household items,,1,3012,,,1004688
Elliston,P00178642,,F,18-25,22,0,Uttar Pradesh,Central,Banking,Household items,,4,3010,,,1005884
Lindsay,P00053042,,M,26-35,28,0,Bihar,Eastern,IT Sector,Household items,,4,3009,,,1005744
Brooke,P00143642,,F,26-35,32,0,Delhi,Central,Media,Household items,,3,3009,,,1005312
Harivansh,P00015242,,M,18-25,22,0,Karnataka,Southern,IT Sector,Household items,,2,3009,,,1000777
Mitchum,P00278642,,F,26-35,26,0,Karnataka,Southern,Textile,Household items,,2,3009,,,1002030
Dennis,P00184042,,M,36-45,39,0,Karnataka,Southern,IT Sector,Household items,,1,3009,,,1003603
Scot,P00054042,,M,26-35,28,1,Madhya Pradesh,Central,Banking,Household items,,1,3009,,,1001354
Champaklata,P00266542,,F,36-45,43,1,Jharkhand,Eastern,Chemical,Household items,,4,3008,,,1002665
Marley,P00136742,,F,26-35,27,1,Madhya Pradesh,Central,Aviation,Beauty,,2,3008,,,1000802
Trevino,P00223542,,M,46-50,49,0,Kerala,Southern,Food Processing,Household items,,2,3007,,,1004274
Badders,P00208842,,M,18-25,20,1,Madhya Pradesh,Central,Aviation,Household items,,1,3007,,,1003569
Aastha,P00024642,,F,18-25,19,0,Karnataka,Southern,IT Sector,Household items,,4,3006,,,1001447
Diwakar,P00136742,,M,26-35,30,1,Uttarakhand,Central,Media,Household items,,4,3006,,,1005955
Moren,P00327442,,F,36-45,41,0,Karnataka,Southern,Banking,Household items,,4,3005,,,1000412
Minnotte,P00276042,,F,36-45,43,0,Karnataka,Southern,Govt,Household items,,1,3005,,,1005454
Bailliet,P00131542,,M,26-35,28,1,Uttar Pradesh,Central,IT Sector,Beauty,,2,3005,,,1001203
Hastings,P00113142,,M,51-55,53,1,Uttar Pradesh,Central,Aviation,Household items,,2,3004,,,1001575
Natalie,P00118142,,F,26-35,32,0,Karnataka,Southern,Govt,Household items,,4,3003,,,1003085
Demir,P00075642,,M,46-50,47,1,Maharashtra,Western,Food Processing,Household items,,2,3003,,,1001899
Eleni,P00086442,,F,51-55,52,0,Maharashtra,Western,Govt,Household items,,4,3001,,,1005902
Hitesh,P00266042,,M,36-45,44,1,Rajasthan,Northern,IT Sector,Household items,,2,3001,,,1000146
Ellison,P00253242,,F,26-35,31,0,Uttar Pradesh,Central,IT Sector,Household items,,2,3001,,,1001367
Emily,P00250642,,F,18-25,25,0,Maharashtra,Western,Construction,Household items,,4,3000,,,1002974
Snehal,P00249642,,M,26-35,34,1,Uttar Pradesh,Central,Lawyer,Household items,,3,3000,,,1001025
Bhavna,P00112442,,F,26-35,33,0,Maharashtra,Western,Healthcare,Beauty,,1,2994,,,1003452
Monu,P00327242,,F,26-35,34,1,Uttar Pradesh,Central,Retail,Beauty,,3,2989,,,1000963
Art,P00148642,,F,36-45,42,0,Uttar Pradesh,Central,Healthcare,Beauty,,4,2988,,,1001598
Sheri,P00150042,,F,26-35,28,1,Madhya Pradesh,Central,Media,Beauty,,1,2987,,,1005426
Kamberova,P00191542,,F,36-45,39,1,Andhra Pradesh,Southern,Banking,Beauty,,3,2982,,,1003410
Ankit,P00276242,,F,26-35,29,1,Uttar Pradesh,Central,Media,Beauty,,2,2979,,,1000149
Chikku,P00004742,,F,18-25,23,1,Delhi,Central,IT Sector,Beauty,,4,2977,,,1003378
Yash,P00244042,,M,36-45,38,0,Himachal Pradesh,Northern,Media,Beauty,,1,2972,,,1001920
Anderson,P00146742,,F,26-35,29,0,Madhya Pradesh,Central,Healthcare,Beauty,,2,2969,,,1004520
Lloyd,P00346142,,F,26-35,34,1,Madhya Pradesh,Central,IT Sector,Beauty,,3,2960,,,1004028
Bolton,P00110942,,F,36-45,43,1,Madhya Pradesh,Central,Govt,Beauty,,1,2957,,,1001328
George,P00320842,,F,26-35,28,0,Uttar Pradesh,Central,IT Sector,Beauty,,1,2955,,,1000284
Surbhi,P00028842,,M,46-50,50,0,Himachal Pradesh,Northern,Healthcare,Sports Products,,3,2952,,,1002540
Grace,P00349442,,F,36-45,41,0,Madhya Pradesh,Central,Banking,Beauty,,4,2948,,,1004356
Riya,P00277642,,F,36-45,38,0,Madhya Pradesh,Central,Healthcare,Sports Products,,2,2943,,,1004521
Anne,P00113242,,F,36-45,39,0,Maharashtra,Western,Retail,Sports Products,,1,2897,,,1004577
Dowd,P00137242,,F,51-55,54,0,Uttar Pradesh,Central,Media,Pet Care,,4,2872,,,1004016
Duhita,P00111842,,M,26-35,33,0,Karnataka,Southern,Aviation,Pet Care,,3,2869,,,1004345
Huffman,P00204742,,F,26-35,31,0,Maharashtra,Western,IT Sector,Pet Care,,2,2867,,,1004855
Amlan,P00250242,,F,26-35,29,1,Himachal Pradesh,Northern,Aviation,Pet Care,,3,2860,,,1005220
Matthew,P00181542,,M,46-50,50,0,Telangana,Southern,Banking,Pet Care,,1,2859,,,1001140
Sibella,P00286842,,M,51-55,52,0,Delhi,Central,IT Sector,Pet Care,,3,2857,,,1004418
Harshita,P00173842,,M,26-35,31,0,Uttar Pradesh,Central,Chemical,Pet Care,,4,2853,,,1003829
Triggs,P00113342,,F,26-35,27,0,Karnataka,Southern,Construction,Pet Care,,4,2851,,,1004353
Anchal,P00292242,,F,46-50,46,0,Himachal Pradesh,Northern,Healthcare,Pet Care,,3,2850,,,1003860
Parna,P00346142,,M,46-50,47,1,Uttar Pradesh,Central,Hospitality,Pet Care,,2,2846,,,1004018
MacIntyre,P00145642,,F,18-25,24,0,Karnataka,Southern,Construction,Pet Care,,2,2844,,,1005915
Ameesha,P00184642,,F,36-45,43,0,Maharashtra,Western,Construction,Sports Products,,2,2844,,,1003401
Abhijit,P00337542,,M,26-35,27,0,Himachal Pradesh,Northern,Healthcare,Pet Care,,4,2839,,,1000854
Currie,P00159242,,F,18-25,18,0,Uttar Pradesh,Central,Healthcare,Pet Care,,2,2839,,,1000199
Abhijit,P00337542,,M,26-35,27,0,Uttar Pradesh,Central,Healthcare,Pet Care,,4,2839,,,1000854
Harton,P00136542,,F,18-25,19,1,Maharashtra,Western,Govt,Pet Care,,3,2836,,,1005084
Prashant,P00316642,,M,46-50,47,0,Gujarat,Western,Lawyer,Pet Care,,2,2835,,,1003096
Thompson,P00316642,,F,26-35,33,1,Uttar Pradesh,Central,Lawyer,Pet Care,,3,2833,,,1002796
Norvell,P00144442,,M,36-45,40,0,Jharkhand,Eastern,Chemical,Pet Care,,1,2831,,,1000590
Tillman,P00010842,,F,55+,76,0,Uttar Pradesh,Central,Banking,Pet Care,,3,2830,,,1004084
Anmol,P00271142,,M,26-35,34,0,Maharashtra,Western,Healthcare,Pet Care,,2,2826,,,1002506
Cyra,P00295942,,F,26-35,28,0,Uttar Pradesh,Central,Construction,Pet Care,,3,2826,,,1002848
Richard,P00189842,,F,26-35,28,1,Karnataka,Southern,Aviation,Pet Care,,4,2825,,,1005408
Sharelle,P00274042,,F,26-35,29,1,Karnataka,Southern,Aviation,Pet Care,,4,2825,,,1005950
Liston,P00001142,,F,46-50,50,1,Andhra Pradesh,Southern,Food Processing,Pet Care,,4,2824,,,1004786
Tate,P00317742,,M,36-45,39,0,Uttar Pradesh,Central,Food Processing,Pet Care,,1,2817,,,1004486
Poirier,P00213042,,F,55+,91,1,Himachal Pradesh,Northern,IT Sector,Pet Care,,3,2815,,,1005658
Williamson,P00110642,,F,36-45,40,1,Uttarakhand,Central,Govt,Pet Care,,3,2813,,,1001424
Folk,P00028542,,F,26-35,27,0,Himachal Pradesh,Northern,Healthcare,Pet Care,,4,2811,,,1001474
Shreyshi,P00328842,,M,36-45,39,0,Uttar Pradesh,Central,Aviation,Pet Care,,2,2811,,,1005643
Clasen,P00065242,,M,18-25,21,0,Madhya Pradesh,Central,Retail,Pet Care,,1,2808,,,1003343
Degenhardt,P00048742,,F,26-35,33,0,Haryana,Northern,Aviation,Pet Care,,3,2805,,,1002436
Charlotte,P00226442,,F,46-50,49,1,Himachal Pradesh,Northern,Media,Pet Care,,2,2801,,,1005954
Alex,P00284842,,F,26-35,35,1,Maharashtra,Western,Textile,Pet Care,,3,2801,,,1000863
Hitesh,P00303342,,F,36-45,36,0,Uttar Pradesh,Central,Lawyer,Pet Care,,1,2801,,,1004054
Rutuja,P00047842,,F,51-55,52,1,Haryana,Northern,Media,Pet Care,,1,2798,,,1000148
Dhanraj,P00177542,,M,18-25,21,0,Uttar Pradesh,Central,Retail,Pet Care,,3,2798,,,1004849
Vishakha,P00146742,,F,26-35,34,1,Karnataka,Southern,Automobile,Pet Care,,2,2792,,,1003808
Rutuja,P00183342,,F,51-55,52,1,Bihar,Eastern,Healthcare,Pet Care,,3,2790,,,1000148
Akshata,P00221242,,F,26-35,32,0,Maharashtra,Western,Healthcare,Pet Care,,4,2790,,,1001599
Marc,P00140742,,F,26-35,33,0,Maharashtra,Western,Healthcare,Sports Products,,1,2789,,,1005029
Katharine,P00309242,,M,51-55,53,1,Maharashtra,Western,Aviation,Pet Care,,3,2787,,,1001998
Swati,P00129542,,F,26-35,35,0,Karnataka,Southern,Aviation,Pet Care,,2,2786,,,1002380
Chris,P00231442,,M,26-35,35,0,Uttar Pradesh,Central,Healthcare,Sports Products,,1,2786,,,1002681
Bhosale,P00127642,,F,18-25,22,0,Uttarakhand,Central,Hospitality,Pet Care,,4,2786,,,1000438
Pratiksha,P00116342,,M,26-35,30,1,Gujarat,Western,Govt,Pet Care,,4,2782,,,1004477
Tran,P00366542,,F,26-35,32,1,Karnataka,Southern,Hospitality,Pet Care,,1,2782,,,1001512
MacKendrick,P00081142,,F,0-17,15,0,Uttarakhand,Central,Govt,Pet Care,,2,2782,,,1005074
Hughes,P00207042,,F,36-45,39,0,Haryana,Northern,Aviation,Pet Care,,3,2781,,,1004220
Helen,P00212742,,F,26-35,32,1,Himachal Pradesh,Northern,Retail,Pet Care,,4,2781,,,1000129
Dan,P00200442,,F,51-55,52,0,Uttar Pradesh,Central,IT Sector,Sports Products,,1,2779,,,1003762
Turumella,P00184942,,F,26-35,28,1,Uttar Pradesh,Central,Chemical,Pet Care,,2,2771,,,1004607
Dryer,P00326642,,M,46-50,48,0,Uttar Pradesh,Central,Food Processing,Pet Care,,2,2766,,,1003483
Tonja,P00327142,,F,26-35,30,0,Uttar Pradesh,Central,Healthcare,Pet Care,,2,2765,,,1002466
Goldenen,P00111842,,F,36-45,36,1,Madhya Pradesh,Central,Govt,Pet Care,,2,2763,,,1000957
Hazard,P00116742,,F,18-25,24,0,Gujarat,Western,Aviation,Pet Care,,3,2762,,,1003942
Scott,P00102142,,F,18-25,18,1,Maharashtra,Western,Hospitality,Pet Care,,3,2754,,,1003481
Greg,P00274942,,F,26-35,30,1,Haryana,Northern,Automobile,Pet Care,,3,2751,,,1005385
Gross,P00318742,,F,55+,60,1,Delhi,Central,Aviation,Pet Care,,1,2748,,,1002634
Anemone,P00350442,,F,18-25,25,0,Uttarakhand,Central,IT Sector,Pet Care,,2,2747,,,1000787
Chirag,P00028842,,M,36-45,37,0,Himachal Pradesh,Northern,Aviation,Pet Care,,1,2746,,,1005579
Ankit,P00152742,,F,26-35,34,1,Karnataka,Southern,Aviation,Pet Care,,4,2746,,,1000149
Phonely,P00167742,,F,26-35,30,1,Maharashtra,Western,Textile,Pet Care,,1,2743,,,1004508
Gilcrest,P00240142,,F,51-55,54,0,Maharashtra,Western,Aviation,Pet Care,,2,2742,,,1001505
Moore,P00285842,,M,26-35,32,1,Andhra Pradesh,Southern,Textile,Pet Care,,3,2740,,,1003462
Roberts,P00358442,,M,51-55,55,0,Madhya Pradesh,Central,Healthcare,Pet Care,,2,2739,,,1003687
Akshat,P00297042,,M,18-25,21,0,Madhya Pradesh,Central,IT Sector,Pet Care,,2,2737,,,1005458
Avish,P00059642,,F,36-45,44,0,Bihar,Eastern,Healthcare,Sports Products,,4,2733,,,1001119
Anthony,P00345642,,F,36-45,38,0,Maharashtra,Western,Media,Sports Products,,4,2700,,,1004808
Becky,P00002742,,M,26-35,35,0,Punjab,Northern,Hospitality,Household items,,3,2400,,,1001150
Rittenbach,P00142342,,M,36-45,36,0,Delhi,Central,IT Sector,Household items,,3,2397,,,1005755
Sudevi,P00026042,,M,0-17,13,0,Gujarat,Western,Agriculture,Household items,,4,2397,,,1001425
Fein,P00006142,,F,18-25,19,1,Karnataka,Southern,Aviation,Household items,,4,2396,,,1003690
Brown,P00334542,,F,26-35,32,0,Kerala,Southern,IT Sector,Household items,,2,2396,,,1005938
Weirich,P00118542,,M,26-35,35,0,Karnataka,Southern,Media,Household items,,2,2395,,,1002608
Shubham,P00223542,,F,18-25,24,0,Uttar Pradesh,Central,IT Sector,Household items,,2,2395,,,1002186
Denise,P00150342,,F,18-25,23,0,Karnataka,Southern,Textile,Household items,,1,2394,,,1003506
Pratiksha,P00182242,,F,0-17,16,0,Uttar Pradesh,Central,Aviation,Household items,,2,2393,,,1004006
Blacks,P00034042,,M,36-45,39,1,Madhya Pradesh,Central,Textile,Household items,,4,2392,,,1000577
Epp,P00298442,,F,26-35,29,1,Uttar Pradesh,Central,Govt,Household items,,2,2392,,,1003679
Fein,P00295742,,F,18-25,23,0,Delhi,Central,Healthcare,Household items,,2,2390,,,1004823
Norvell,P00053842,,M,36-45,37,0,Andhra Pradesh,Southern,Govt,Household items,,4,2389,,,1000590
Bertelson,P00113342,,F,26-35,28,0,Maharashtra,Western,IT Sector,Household items,,2,2389,,,1004140
Staavos,P00177842,,F,26-35,33,1,Maharashtra,Western,Banking,Household items,,3,2388,,,1001333
Mary,P00183342,,F,26-35,28,1,Uttar Pradesh,Central,Banking,Household items,,1,2388,,,1004977
Jill,P00087142,,M,55+,81,0,Kerala,Southern,Construction,Household items,,4,2386,,,1003319
Crouse,P00217742,,M,18-25,21,0,Kerala,Southern,Healthcare,Household items,,4,2384,,,1004828
Shubham,P00352142,,M,18-25,19,0,Maharashtra,Western,IT Sector,Household items,,1,2384,,,1002186
Sonal,P00207942,,M,26-35,32,1,Andhra Pradesh,Southern,Construction,Household items,,3,2383,,,1003562
Aaron,P00174042,,M,36-45,39,1,Delhi,Central,Aviation,Household items,,1,2383,,,1005406
Ginny,P00289942,,F,26-35,31,0,Karnataka,Southern,Govt,Household items,,1,2382,,,1003650
Lela,P00345842,,M,26-35,26,1,Maharashtra,Western,Textile,Household items,,3,2382,,,1003790
DeCherney,P00025442,,F,26-35,32,1,Maharashtra,Western,IT Sector,Household items,,4,2381,,,1005181
Bhargav,P00052042,,F,26-35,29,0,Karnataka,Southern,Banking,Household items,,3,2380,,,1000331
Wendt,P00196042,,M,26-35,26,1,Karnataka,Southern,Food Processing,Household items,,4,2379,,,1000139
Blumstein,P00251642,,F,0-17,16,1,Maharashtra,Western,Lawyer,Household items,,3,2378,,,1004541
Blackwell,P00041642,,F,18-25,20,0,Delhi,Central,Construction,Household items,,3,2375,,,1001764
Frazer,P00128242,,M,26-35,31,1,Karnataka,Southern,Retail,Household items,,1,2375,,,1004085
Akshat,P00317842,,M,18-25,22,1,Haryana,Northern,Lawyer,Household items,,1,2373,,,1005458
Sung,P00258242,,M,18-25,20,0,Karnataka,Southern,Retail,Household items,,2,2372,,,1000855
Meg,P00124242,,F,26-35,30,1,Maharashtra,Western,Media,Household items,,4,2372,,,1004183
Madhav,P00346142,,M,26-35,26,0,Uttar Pradesh,Central,IT Sector,Household items,,2,2372,,,1004509
Sonal,P00233142,,M,26-35,30,0,Delhi,Central,Aviation,Household items,,1,2371,,,1003562
Avila,P00233742,,M,26-35,29,1,Bihar,Eastern,Hospitality,Household items,,1,2370,,,1001448
Shreyshi,P00149342,,F,26-35,34,1,Uttar Pradesh,Central,Aviation,Household items,,3,2370,,,1002063
Inderpreet,P00080342,,F,26-35,28,0,Uttar Pradesh,Central,Food Processing,Household items,,4,2368,,,1005079
Haines,P00245342,,F,51-55,51,1,Karnataka,Southern,IT Sector,Household items,,4,2367,,,1002055
Airdo,P00146042,,F,0-17,15,0,Maharashtra,Western,Lawyer,Household items,,1,2367,,,1001509
Akshay,P00318742,,M,26-35,28,0,Uttar Pradesh,Central,Aviation,Household items,,2,2367,,,1003079
Caudle,P00178142,,F,26-35,32,1,Karnataka,Southern,Agriculture,Household items,,4,2363,,,1005000
Rohan,P00078842,,F,26-35,27,1,Uttar Pradesh,Central,IT Sector,Household items,,1,2362,,,1000509
Ginny,P00005142,,M,26-35,31,0,Rajasthan,Northern,Lawyer,Household items,,4,2361,,,1001173
Ginny,P00005142,,M,26-35,31,0,Uttarakhand,Central,Lawyer,Household items,,3,2361,,,1001173
Lampkin,P00110142,,M,36-45,36,1,Madhya Pradesh,Central,Aviation,Household items,,1,2360,,,1005039
Greene,P00313442,,F,18-25,20,1,Maharashtra,Western,Aviation,Household items,,2,2360,,,1004009
Dunbar,P00319342,,F,18-25,21,0,Maharashtra,Western,IT Sector,Household items,,1,2360,,,1001113
Heidel,P00108542,,M,26-35,30,1,Andhra Pradesh,Southern,Media,Household items,,1,2359,,,1005329
Subhashree,P00046742,,F,26-35,27,0,Maharashtra,Western,Aviation,Household items,,3,2358,,,1005576
Französisch,P00126242,,F,0-17,17,0,Karnataka,Southern,Agriculture,Household items,,4,2356,,,1005420
Nathan,P00328142,,F,26-35,33,0,Karnataka,Southern,Agriculture,Household items,,2,2355,,,1000570
Brown,P00027142,,M,18-25,24,0,Delhi,Central,Chemical,Household items,,2,2354,,,1000301
Vernon,P00228442,,M,36-45,38,1,Delhi,Central,Govt,Household items,,4,2354,,,1004647
McMath,P00177142,,M,46-50,48,0,Uttar Pradesh,Central,IT Sector,Household items,,2,2353,,,1003390
Zypern,P00036842,,M,36-45,40,1,Karnataka,Southern,Lawyer,Household items,,2,2352,,,1002677
McGuire,P00228442,,F,26-35,34,0,Delhi,Central,Healthcare,Household items,,1,2350,,,1001264
Deanra,P00251242,,F,26-35,29,0,Maharashtra,Western,Healthcare,Household items,,3,2350,,,1003851
Krohn,P00051142,,F,36-45,36,1,Maharashtra,Western,Aviation,Household items,,1,2349,,,1000065
Eichhorn,P00115542,,F,26-35,31,0,Maharashtra,Western,Govt,Household items,,1,2347,,,1000970
Goranitis,P00150342,,M,18-25,20,1,Delhi,Central,Aviation,Household items,,1,2346,,,1003065
Packer,P00179742,,M,26-35,35,1,Karnataka,Southern,Automobile,Household items,,1,2345,,,1001510
Larry,P00005742,,M,36-45,38,0,Bihar,Eastern,Textile,Household items,,4,2340,,,1005833
Linda,P00046742,,F,18-25,24,0,Karnataka,Southern,Hospitality,Household items,,4,2339,,,1001329
Cathy,P00218342,,F,36-45,45,0,Karnataka,Southern,Chemical,Household items,,2,2339,,,1001181
Nripraj,P00283942,,F,26-35,33,0,Karnataka,Southern,Aviation,Household items,,3,2338,,,1000710
Inderpreet,P00010842,,M,26-35,30,0,Delhi,Central,Banking,Household items,,2,2336,,,1005079
Odegard,P00112242,,M,36-45,42,0,Karnataka,Southern,Lawyer,Household items,,2,2334,,,1001489
Emily,P00187842,,F,26-35,30,0,Uttar Pradesh,Central,Aviation,Household items,,3,2333,,,1001266
Samiksha,P00006842,,F,26-35,27,1,Kerala,Southern,Govt,Household items,,1,2332,,,1001593
Bryan,P00009242,,M,18-25,25,0,Haryana,Northern,Food Processing,Household items,,4,2330,,,1001962
Shreyshi,P00335442,,M,26-35,31,1,Delhi,Central,IT Sector,Household items,,1,2327,,,1002063
Arun,P00131142,,F,18-25,21,0,Maharashtra,Western,Banking,Household items,,3,2326,,,1003729
Mitchum,P00313542,,M,26-35,35,1,Karnataka,Southern,Retail,Household items,,4,2324,,,1002030
Staavos,P00197342,,M,36-45,36,1,Rajasthan,Northern,Automobile,Household items,,2,2324,,,1000793
Tron,P00241642,,F,26-35,27,0,Maharashtra,Western,Banking,Household items,,1,2323,,,1001968
Kean,P00031842,,M,36-45,45,0,Delhi,Central,IT Sector,Household items,,3,2322,,,1002565
Dominguez,P00005142,,F,26-35,32,1,Maharashtra,Western,Aviation,Household items,,1,2320,,,1001099
Erin,P00120142,,F,46-50,50,0,Maharashtra,Western,Construction,Household items,,1,2320,,,1002071
Taslimi,P00188742,,F,36-45,44,0,Karnataka,Southern,Govt,Household items,,4,2318,,,1002814
Maithilee,P00324942,,M,26-35,26,1,Delhi,Central,Hospitality,Household items,,4,2313,,,1001516
Kiran,P00303342,,M,36-45,43,0,Delhi,Central,IT Sector,Household items,,4,2313,,,1002815
Dominguez,P00141842,,M,18-25,19,0,Bihar,Eastern,Healthcare,Household items,,1,2312,,,1001068
Theone,P00250342,,F,18-25,22,1,Kerala,Southern,IT Sector,Household items,,3,2312,,,1005030
Mayank,P00211142,,M,36-45,41,1,Uttar Pradesh,Central,Banking,Household items,,4,2312,,,1005433
Divyeshkumar,P00293342,,M,46-50,47,1,Uttar Pradesh,Central,Aviation,Household items,,1,2312,,,1003430
Barchas,P00263442,,M,26-35,32,1,Andhra Pradesh,Southern,Textile,Household items,,1,2311,,,1003055
Shruti,P00342742,,M,46-50,49,0,Punjab,Northern,IT Sector,Household items,,2,2309,,,1000233
Trafton,P00174442,,M,26-35,33,1,Kerala,Southern,Chemical,Electronics & Gadgets,,2,2308,,,1000801
Manju,P00361842,,F,26-35,34,1,Delhi,Central,Healthcare,Household items,,2,2307,,,1001767
Clasen,P00106042,,M,18-25,21,1,Karnataka,Southern,Automobile,Electronics & Gadgets,,2,2305,,,1004387
Rittenbach,P00150142,,F,26-35,28,1,Haryana,Northern,Aviation,Electronics & Gadgets,,3,2304,,,1004404
Rittenbach,P00150142,,F,26-35,28,1,Haryana,Northern,Aviation,Electronics & Gadgets,,3,2304,,,1004404
Pistole,P00312742,,F,26-35,26,1,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,,1,2304,,,1001902
Dickinson,P00182342,,F,26-35,33,1,Karnataka,Southern,IT Sector,Household items,,3,2304,,,1003778
Carol,P00346342,,F,26-35,31,0,Maharashtra,Western,Healthcare,Electronics & Gadgets,,4,2304,,,1002895
Amit,P00113242,,F,26-35,35,1,Delhi,Central,Aviation,Household items,,4,2303,,,1005335
Engle,P00150842,,F,18-25,21,1,Uttar Pradesh,Central,Banking,Household items,,2,2303,,,1005492
Mull,P00100442,,F,18-25,20,0,Karnataka,Southern,Lawyer,Household items,,1,2302,,,1003471
Aparajita,P00110542,,F,26-35,30,0,Uttar Pradesh,Central,IT Sector,Household items,,3,2302,,,1004167
Phonely,P00122442,,F,26-35,35,0,Karnataka,Southern,Media,Household items,,4,2301,,,1004508
Poddar,P00084442,,M,55+,64,0,Maharashtra,Western,Healthcare,Household items,,1,2301,,,1003229
